	TP	TN	FP	FN	image1	image2
187_3041	18.0	1.0	241.0	4.0	187.0	3041.0
178_3179	15.0	1.0	242.0	6.0	178.0	3179.0
120_177	9.0	0.0	252.0	3.0	120.0	177.0
111_116	3.0	1.0	259.0	1.0	111.0	116.0
157_164	15.0	0.0	237.0	12.0	157.0	164.0
118_3191	22.0	0.0	240.0	2.0	118.0	3191.0
139_2714	19.0	0.0	237.0	8.0	139.0	2714.0
140_395	17.0	0.0	244.0	3.0	140.0	395.0
188_2714	17.0	0.0	239.0	8.0	188.0	2714.0
147_3158	16.0	0.0	245.0	3.0	147.0	3158.0
164_173	23.0	0.0	235.0	6.0	164.0	173.0
173_3039	16.0	0.0	244.0	4.0	173.0	3039.0
109_177	8.0	0.0	252.0	4.0	109.0	177.0
141_419	16.0	0.0	244.0	4.0	141.0	419.0
139_3175	24.0	0.0	237.0	3.0	139.0	3175.0
165_3129	29.0	0.0	229.0	6.0	165.0	3129.0
157_3193	23.0	0.0	236.0	5.0	157.0	3193.0
190_2729	13.0	0.0	246.0	5.0	190.0	2729.0
187_3160	11.0	0.0	250.0	3.0	187.0	3160.0
178_8625	3.0	0.0	254.0	7.0	178.0	8625.0
120_8727	9.0	0.0	251.0	4.0	120.0	8727.0
135_3191	23.0	0.0	238.0	3.0	135.0	3191.0
1586_3194	21.0	0.0	236.0	7.0	1586.0	3194.0
3180_8625	2.0	0.0	255.0	7.0	3180.0	8625.0
1586_2723	12.0	0.0	247.0	5.0	1586.0	2723.0
139_177	13.0	0.0	250.0	1.0	139.0	177.0
190_3158	11.0	0.0	249.0	4.0	190.0	3158.0
142_418	25.0	0.0	234.0	5.0	142.0	418.0
157_2723	15.0	0.0	245.0	4.0	157.0	2723.0
172_187	22.0	0.0	234.0	8.0	172.0	187.0
172_3175	25.0	0.0	232.0	7.0	172.0	3175.0
186_2963	11.0	0.0	247.0	6.0	186.0	2963.0
419_3185	17.0	0.0	242.0	5.0	419.0	3185.0
159_3040	11.0	0.0	253.0	0.0	159.0	3040.0
418_3191	20.0	0.0	239.0	5.0	418.0	3191.0
159_3154	17.0	0.0	244.0	3.0	159.0	3154.0
149_3162	18.0	0.0	244.0	2.0	149.0	3162.0
172_2883	14.0	0.0	244.0	6.0	172.0	2883.0
136_8625	7.0	0.0	247.0	10.0	136.0	8625.0
183_3175	22.0	0.0	236.0	6.0	183.0	3175.0
2714_3041	16.0	0.0	240.0	8.0	2714.0	3041.0
415_1585	5.0	0.0	256.0	3.0	415.0	1585.0
139_3186	23.0	0.0	237.0	4.0	139.0	3186.0
166_2826	32.0	0.0	225.0	7.0	166.0	2826.0
394_3039	9.0	0.0	251.0	4.0	394.0	3039.0
419_3192	20.0	0.0	239.0	5.0	419.0	3192.0
118_3179	19.0	0.0	239.0	6.0	118.0	3179.0
136_147	21.0	0.0	235.0	8.0	136.0	147.0
157_2714	20.0	0.0	235.0	9.0	157.0	2714.0
143_3040	12.0	0.0	251.0	1.0	143.0	3040.0
4_142	19.0	0.0	241.0	4.0	4.0	142.0
138_2883	5.0	0.0	250.0	9.0	138.0	2883.0
141_2863	14.0	0.0	247.0	3.0	141.0	2863.0
2723_8719	6.0	0.0	257.0	1.0	2723.0	8719.0
141_3041	19.0	0.0	243.0	2.0	141.0	3041.0
146_407	25.0	0.0	233.0	6.0	146.0	407.0
140_3156	13.0	0.0	249.0	2.0	140.0	3156.0
419_3175	19.0	0.0	241.0	4.0	419.0	3175.0
3187_8727	10.0	0.0	251.0	3.0	3187.0	8727.0
143_144	21.0	0.0	241.0	2.0	143.0	144.0
146_3193	27.0	0.0	232.0	5.0	146.0	3193.0
139_140	24.0	0.0	238.0	2.0	139.0	140.0
412_3162	6.0	0.0	255.0	3.0	412.0	3162.0
146_8727	18.0	0.0	243.0	3.0	146.0	8727.0
118_3188	20.0	0.0	242.0	2.0	118.0	3188.0
2963_3160	1.0	0.0	259.0	4.0	2963.0	3160.0
190_3131	20.0	0.0	240.0	4.0	190.0	3131.0
118_186	19.0	0.0	241.0	4.0	118.0	186.0
412_3039	6.0	0.0	254.0	4.0	412.0	3039.0
178_2731	7.0	0.0	254.0	3.0	178.0	2731.0
144_394	18.0	0.0	242.0	4.0	144.0	394.0
415_8727	4.0	0.0	257.0	3.0	415.0	8727.0
188_3185	20.0	1.0	239.0	4.0	188.0	3185.0
187_8820	12.0	0.0	249.0	3.0	187.0	8820.0
1583_10924	10.0	0.0	244.0	10.0	1583.0	10924.0
188_1583	17.0	1.0	236.0	10.0	188.0	1583.0
394_420	16.0	0.0	244.0	4.0	394.0	420.0
186_2714	19.0	0.0	236.0	9.0	186.0	2714.0
418_3142	11.0	0.0	245.0	8.0	418.0	3142.0
419_3162	8.0	0.0	253.0	3.0	419.0	3162.0
412_3156	5.0	0.0	255.0	4.0	412.0	3156.0
165_2883	18.0	0.0	242.0	4.0	165.0	2883.0
419_2714	13.0	0.0	241.0	10.0	419.0	2714.0
120_8625	9.0	0.0	248.0	7.0	120.0	8625.0
136_177	7.0	0.0	251.0	6.0	136.0	177.0
136_418	14.0	0.0	242.0	8.0	136.0	418.0
419_3129	18.0	0.0	240.0	6.0	419.0	3129.0
165_1750	25.0	0.0	231.0	8.0	165.0	1750.0
146_3160	18.0	0.0	243.0	3.0	146.0	3160.0
187_1585	11.0	0.0	249.0	4.0	187.0	1585.0
172_8719	14.0	0.0	243.0	7.0	172.0	8719.0
157_420	19.0	0.0	239.0	6.0	157.0	420.0
415_8820	5.0	0.0	256.0	3.0	415.0	8820.0
3131_3173	20.0	0.0	240.0	4.0	3131.0	3173.0
144_2883	12.0	0.0	250.0	2.0	144.0	2883.0
157_3040	13.0	0.0	247.0	4.0	157.0	3040.0
136_3131	16.0	0.0	241.0	7.0	136.0	3131.0
119_2723	11.0	0.0	251.0	2.0	119.0	2723.0
144_190	21.0	0.0	239.0	4.0	144.0	190.0
144_3160	12.0	0.0	250.0	2.0	144.0	3160.0
136_188	13.0	1.0	240.0	10.0	136.0	188.0
109_2883	7.0	0.0	251.0	6.0	109.0	2883.0
183_420	17.0	0.0	240.0	7.0	183.0	420.0
141_8730	18.0	0.0	240.0	6.0	141.0	8730.0
2731_3175	16.0	0.0	245.0	3.0	2731.0	3175.0
1750_8718	9.0	0.0	250.0	5.0	1750.0	8718.0
135_8718	11.0	0.0	252.0	1.0	135.0	8718.0
415_3192	17.0	0.0	243.0	4.0	415.0	3192.0
395_8718	6.0	0.0	256.0	2.0	395.0	8718.0
172_3193	24.0	0.0	233.0	7.0	172.0	3193.0
3193_8820	13.0	0.0	248.0	3.0	3193.0	8820.0
1584_3186	14.0	0.0	245.0	5.0	1584.0	3186.0
2866_3192	17.0	0.0	244.0	3.0	2866.0	3192.0
138_3142	11.0	1.0	242.0	10.0	138.0	3142.0
173_3160	15.0	0.0	245.0	4.0	173.0	3160.0
147_178	18.0	0.0	242.0	4.0	147.0	178.0
1587_8730	10.0	0.0	249.0	5.0	1587.0	8730.0
116_187	10.0	0.0	251.0	3.0	116.0	187.0
122_420	11.0	0.0	250.0	3.0	122.0	420.0
118_2731	13.0	0.0	250.0	1.0	118.0	2731.0
135_142	28.0	0.0	233.0	3.0	135.0	142.0
140_149	28.0	0.0	233.0	3.0	140.0	149.0
407_1587	10.0	0.0	250.0	4.0	407.0	1587.0
109_3164	10.0	0.0	251.0	3.0	109.0	3164.0
3040_8625	3.0	0.0	257.0	4.0	3040.0	8625.0
3173_3193	22.0	0.0	238.0	4.0	3173.0	3193.0
1584_8730	11.0	0.0	246.0	7.0	1584.0	8730.0
3160_3193	13.0	0.0	249.0	2.0	3160.0	3193.0
116_188	8.0	1.0	251.0	4.0	116.0	188.0
111_8719	5.0	1.0	257.0	1.0	111.0	8719.0
135_173	23.0	0.0	236.0	5.0	135.0	173.0
141_420	18.0	0.0	243.0	3.0	141.0	420.0
2718_3186	16.0	0.0	243.0	5.0	2718.0	3186.0
136_3191	19.0	0.0	237.0	8.0	136.0	3191.0
190_1587	11.0	0.0	249.0	4.0	190.0	1587.0
2863_3193	14.0	0.0	245.0	5.0	2863.0	3193.0
418_3175	18.0	0.0	240.0	6.0	418.0	3175.0
3039_3158	4.0	1.0	258.0	1.0	3039.0	3158.0
177_394	8.0	0.0	253.0	3.0	177.0	394.0
144_164	21.0	0.0	240.0	3.0	144.0	164.0
138_165	20.0	0.0	232.0	12.0	138.0	165.0
401_8730	17.0	0.0	239.0	8.0	401.0	8730.0
3040_3185	13.0	0.0	249.0	2.0	3040.0	3185.0
4_8719	1.0	0.0	258.0	5.0	4.0	8719.0
1587_3194	14.0	0.0	247.0	3.0	1587.0	3194.0
147_1583	25.0	0.0	231.0	8.0	147.0	1583.0
3_164	22.0	0.0	236.0	6.0	3.0	164.0
2714_2729	11.0	0.0	245.0	8.0	2714.0	2729.0
116_3185	12.0	0.0	250.0	2.0	116.0	3185.0
164_3131	20.0	0.0	241.0	3.0	164.0	3131.0
395_3040	7.0	0.0	255.0	2.0	395.0	3040.0
146_3192	30.0	0.0	229.0	5.0	146.0	3192.0
146_159	25.0	0.0	236.0	3.0	146.0	159.0
3131_3142	15.0	0.0	244.0	5.0	3131.0	3142.0
2963_3180	3.0	0.0	257.0	4.0	2963.0	3180.0
159_415	12.0	0.0	250.0	2.0	159.0	415.0
4_415	4.0	0.0	256.0	4.0	4.0	415.0
139_3160	13.0	0.0	249.0	2.0	139.0	3160.0
188_420	15.0	1.0	242.0	6.0	188.0	420.0
186_1585	11.0	0.0	247.0	6.0	186.0	1585.0
111_3164	1.0	1.0	258.0	4.0	111.0	3164.0
172_3194	25.0	0.0	231.0	8.0	172.0	3194.0
3158_8719	4.0	0.0	259.0	1.0	3158.0	8719.0
173_3191	26.0	0.0	232.0	6.0	173.0	3191.0
418_3040	8.0	0.0	252.0	4.0	418.0	3040.0
159_2826	20.0	0.0	240.0	4.0	159.0	2826.0
178_2826	16.0	0.0	244.0	4.0	178.0	2826.0
1750_2718	13.0	0.0	244.0	7.0	1750.0	2718.0
4_140	13.0	0.0	248.0	3.0	4.0	140.0
142_2729	22.0	0.0	239.0	3.0	142.0	2729.0
1585_2963	3.0	0.0	258.0	3.0	1585.0	2963.0
187_2826	20.0	0.0	237.0	7.0	187.0	2826.0
3142_10924	8.0	0.0	251.0	5.0	3142.0	10924.0
138_2718	8.0	0.0	245.0	11.0	138.0	2718.0
135_136	16.0	0.0	241.0	7.0	135.0	136.0
3041_3191	22.0	0.0	239.0	3.0	3041.0	3191.0
164_1586	18.0	0.0	239.0	7.0	164.0	1586.0
4_3040	2.0	0.0	259.0	3.0	4.0	3040.0
3040_8718	3.0	0.0	261.0	0.0	3040.0	8718.0
142_1585	20.0	0.0	241.0	3.0	142.0	1585.0
395_3185	16.0	0.0	244.0	4.0	395.0	3185.0
166_3179	31.0	0.0	224.0	9.0	166.0	3179.0
146_420	24.0	0.0	235.0	5.0	146.0	420.0
183_10924	12.0	0.0	246.0	6.0	183.0	10924.0
138_3187	14.0	0.0	241.0	9.0	138.0	3187.0
1584_1587	4.0	0.0	257.0	3.0	1584.0	1587.0
109_186	16.0	0.0	239.0	9.0	109.0	186.0
1587_2963	1.0	0.0	259.0	4.0	1587.0	2963.0
1586_2718	12.0	0.0	244.0	8.0	1586.0	2718.0
2824_3192	25.0	0.0	235.0	4.0	2824.0	3192.0
157_188	19.0	1.0	237.0	7.0	157.0	188.0
178_3180	3.0	0.0	255.0	6.0	178.0	3180.0
119_1584	10.0	0.0	250.0	4.0	119.0	1584.0
139_2963	14.0	0.0	248.0	2.0	139.0	2963.0
111_420	9.0	1.0	250.0	4.0	111.0	420.0
3_418	18.0	0.0	238.0	8.0	3.0	418.0
4_3131	11.0	0.0	250.0	3.0	4.0	3131.0
178_3154	9.0	2.0	246.0	7.0	178.0	3154.0
120_139	20.0	0.0	240.0	4.0	120.0	139.0
118_2963	10.0	0.0	252.0	2.0	118.0	2963.0
3156_8727	3.0	0.0	260.0	1.0	3156.0	8727.0
116_147	16.0	0.0	246.0	2.0	116.0	147.0
3187_3193	22.0	0.0	240.0	2.0	3187.0	3193.0
109_3156	10.0	0.0	251.0	3.0	109.0	3156.0
2826_3193	21.0	0.0	236.0	7.0	2826.0	3193.0
3041_8820	11.0	0.0	251.0	2.0	3041.0	8820.0
109_1587	9.0	0.0	251.0	4.0	109.0	1587.0
4_120	11.0	0.0	250.0	3.0	4.0	120.0
395_3154	13.0	0.0	246.0	5.0	395.0	3154.0
4_420	10.0	0.0	251.0	3.0	4.0	420.0
157_3191	25.0	0.0	234.0	5.0	157.0	3191.0
1583_2826	22.0	0.0	233.0	9.0	1583.0	2826.0
2723_3039	6.0	0.0	257.0	1.0	2723.0	3039.0
1587_2714	8.0	0.0	248.0	8.0	1587.0	2714.0
138_2826	16.0	0.0	237.0	11.0	138.0	2826.0
1586_3158	10.0	0.0	249.0	5.0	1586.0	3158.0
1583_3142	16.0	0.0	239.0	9.0	1583.0	3142.0
122_138	7.0	0.0	248.0	9.0	122.0	138.0
118_190	19.0	0.0	242.0	3.0	118.0	190.0
188_1584	10.0	1.0	247.0	6.0	188.0	1584.0
183_188	16.0	1.0	238.0	9.0	183.0	188.0
2824_8718	11.0	0.0	250.0	3.0	2824.0	8718.0
116_165	18.0	0.0	243.0	3.0	116.0	165.0
135_1583	20.0	0.0	237.0	7.0	135.0	1583.0
159_1584	12.0	0.0	250.0	2.0	159.0	1584.0
3129_3185	23.0	0.0	236.0	5.0	3129.0	3185.0
187_3142	14.0	0.0	243.0	7.0	187.0	3142.0
2824_3160	13.0	0.0	249.0	2.0	2824.0	3160.0
3173_3194	23.0	0.0	236.0	5.0	3173.0	3194.0
141_401	19.0	0.0	241.0	4.0	141.0	401.0
138_188	11.0	1.0	240.0	12.0	138.0	188.0
118_3186	20.0	0.0	241.0	3.0	118.0	3186.0
2863_3160	7.0	0.0	256.0	1.0	2863.0	3160.0
394_8719	8.0	0.0	251.0	5.0	394.0	8719.0
2826_10924	11.0	0.0	245.0	8.0	2826.0	10924.0
172_3129	25.0	0.0	231.0	8.0	172.0	3129.0
111_119	8.0	1.0	251.0	4.0	111.0	119.0
166_172	33.0	0.0	222.0	9.0	166.0	172.0
142_2731	22.0	0.0	239.0	3.0	142.0	2731.0
135_2731	14.0	0.0	248.0	2.0	135.0	2731.0
395_3180	6.0	0.0	253.0	5.0	395.0	3180.0
1584_3164	4.0	0.0	257.0	3.0	1584.0	3164.0
122_147	18.0	0.0	243.0	3.0	122.0	147.0
139_187	21.0	0.0	239.0	4.0	139.0	187.0
164_3186	21.0	0.0	238.0	5.0	164.0	3186.0
149_8718	16.0	0.0	245.0	3.0	149.0	8718.0
190_2866	12.0	0.0	247.0	5.0	190.0	2866.0
407_2824	19.0	0.0	239.0	6.0	407.0	2824.0
186_1587	10.0	0.0	248.0	6.0	186.0	1587.0
178_407	12.0	0.0	247.0	5.0	178.0	407.0
136_3040	8.0	0.0	250.0	6.0	136.0	3040.0
183_419	16.0	0.0	241.0	7.0	183.0	419.0
111_2963	3.0	1.0	257.0	3.0	111.0	2963.0
2866_8625	2.0	0.0	255.0	7.0	2866.0	8625.0
3156_3180	3.0	0.0	258.0	3.0	3156.0	3180.0
116_183	12.0	0.0	249.0	3.0	116.0	183.0
3041_8730	17.0	0.0	241.0	6.0	3041.0	8730.0
1583_2731	14.0	0.0	243.0	7.0	1583.0	2731.0
154_3142	19.0	0.0	238.0	7.0	154.0	3142.0
140_3131	22.0	0.0	240.0	2.0	140.0	3131.0
178_2729	5.0	0.0	254.0	5.0	178.0	2729.0
1750_3039	9.0	0.0	248.0	7.0	1750.0	3039.0
2729_3156	4.0	0.0	257.0	3.0	2729.0	3156.0
159_8730	17.0	0.0	242.0	5.0	159.0	8730.0
146_177	18.0	0.0	244.0	2.0	146.0	177.0
177_3154	9.0	0.0	252.0	3.0	177.0	3154.0
138_3180	6.0	0.0	248.0	10.0	138.0	3180.0
1583_3154	18.0	0.0	237.0	9.0	1583.0	3154.0
118_183	20.0	0.0	241.0	3.0	118.0	183.0
186_3191	23.0	0.0	235.0	6.0	186.0	3191.0
136_144	17.0	0.0	240.0	7.0	136.0	144.0
395_10924	7.0	0.0	253.0	4.0	395.0	10924.0
2723_2826	14.0	0.0	245.0	5.0	2723.0	2826.0
3040_3187	12.0	0.0	251.0	1.0	3040.0	3187.0
412_3131	14.0	0.0	246.0	4.0	412.0	3131.0
4_2729	5.0	0.0	256.0	3.0	4.0	2729.0
407_419	13.0	0.0	243.0	8.0	407.0	419.0
2731_8625	5.0	0.0	254.0	5.0	2731.0	8625.0
154_10924	18.0	0.0	243.0	3.0	154.0	10924.0
3_394	19.0	0.0	238.0	7.0	3.0	394.0
164_395	15.0	0.0	245.0	4.0	164.0	395.0
394_3129	19.0	0.0	239.0	6.0	394.0	3129.0
165_2826	27.0	0.0	229.0	8.0	165.0	2826.0
135_149	26.0	0.0	235.0	3.0	135.0	149.0
3156_8730	10.0	0.0	249.0	5.0	3156.0	8730.0
2731_2866	5.0	0.0	255.0	4.0	2731.0	2866.0
186_3180	11.0	0.0	246.0	7.0	186.0	3180.0
157_2731	16.0	0.0	244.0	4.0	157.0	2731.0
2883_3175	13.0	0.0	248.0	3.0	2883.0	3175.0
407_2866	11.0	0.0	248.0	5.0	407.0	2866.0
111_135	10.0	1.0	249.0	4.0	111.0	135.0
183_2729	12.0	0.0	245.0	7.0	183.0	2729.0
154_1586	23.0	0.0	234.0	7.0	154.0	1586.0
3_8727	13.0	0.0	246.0	5.0	3.0	8727.0
139_149	28.0	0.0	233.0	3.0	139.0	149.0
140_173	25.0	0.0	234.0	5.0	140.0	173.0
3142_8727	5.0	0.0	253.0	6.0	3142.0	8727.0
154_3158	16.0	0.0	245.0	3.0	154.0	3158.0
186_3179	20.0	0.0	234.0	10.0	186.0	3179.0
419_2718	10.0	0.0	248.0	6.0	419.0	2718.0
395_2883	6.0	0.0	255.0	3.0	395.0	2883.0
149_164	26.0	0.0	234.0	4.0	149.0	164.0
109_420	15.0	0.0	243.0	6.0	109.0	420.0
2714_2883	8.0	0.0	248.0	8.0	2714.0	2883.0
140_187	22.0	0.0	239.0	3.0	140.0	187.0
2718_3192	18.0	0.0	241.0	5.0	2718.0	3192.0
178_415	5.0	0.0	254.0	5.0	178.0	415.0
2723_3186	15.0	0.0	246.0	3.0	2723.0	3186.0
119_8727	9.0	0.0	253.0	2.0	119.0	8727.0
183_3187	21.0	0.0	239.0	4.0	183.0	3187.0
111_8730	9.0	1.0	247.0	7.0	111.0	8730.0
183_3194	23.0	0.0	235.0	6.0	183.0	3194.0
144_10924	14.0	0.0	248.0	2.0	144.0	10924.0
140_1585	14.0	0.0	248.0	2.0	140.0	1585.0
2723_3173	15.0	0.0	247.0	2.0	2723.0	3173.0
188_395	12.0	1.0	245.0	6.0	188.0	395.0
394_3156	8.0	0.0	252.0	4.0	394.0	3156.0
136_401	15.0	0.0	240.0	9.0	136.0	401.0
2963_3179	12.0	0.0	245.0	7.0	2963.0	3179.0
1587_3188	12.0	0.0	249.0	3.0	1587.0	3188.0
157_187	22.0	0.0	237.0	5.0	157.0	187.0
2963_3192	13.0	0.0	245.0	6.0	2963.0	3192.0
178_2866	4.0	0.0	255.0	5.0	178.0	2866.0
120_3039	10.0	0.0	250.0	4.0	120.0	3039.0
140_2826	24.0	0.0	236.0	4.0	140.0	2826.0
401_2723	13.0	0.0	248.0	3.0	401.0	2723.0
135_187	19.0	0.0	241.0	4.0	135.0	187.0
2731_3192	17.0	0.0	243.0	4.0	2731.0	3192.0
2824_3194	24.0	0.0	236.0	4.0	2824.0	3194.0
3186_10924	13.0	0.0	246.0	5.0	3186.0	10924.0
122_3191	16.0	0.0	245.0	3.0	122.0	3191.0
166_1584	23.0	0.0	235.0	6.0	166.0	1584.0
1585_3131	12.0	0.0	250.0	2.0	1585.0	3131.0
154_157	26.0	0.0	232.0	6.0	154.0	157.0
138_146	24.0	0.0	233.0	7.0	138.0	146.0
139_407	21.0	0.0	239.0	4.0	139.0	407.0
173_1587	14.0	0.0	245.0	5.0	173.0	1587.0
116_3187	11.0	0.0	252.0	1.0	116.0	3187.0
166_415	24.0	0.0	235.0	5.0	166.0	415.0
111_138	4.0	1.0	248.0	11.0	111.0	138.0
2723_3142	9.0	0.0	251.0	4.0	2723.0	3142.0
2714_3142	13.0	0.0	241.0	10.0	2714.0	3142.0
2723_3129	16.0	0.0	245.0	3.0	2723.0	3129.0
1586_3187	18.0	0.0	240.0	6.0	1586.0	3187.0
172_3188	24.0	0.0	233.0	7.0	172.0	3188.0
157_2826	24.0	0.0	234.0	6.0	157.0	2826.0
164_186	19.0	0.0	238.0	7.0	164.0	186.0
3041_3142	15.0	0.0	245.0	4.0	3041.0	3142.0
118_172	22.0	0.0	237.0	5.0	118.0	172.0
147_8719	17.0	0.0	244.0	3.0	147.0	8719.0
186_3156	11.0	0.0	248.0	5.0	186.0	3156.0
146_8820	19.0	0.0	242.0	3.0	146.0	8820.0
2729_3129	15.0	0.0	244.0	5.0	2729.0	3129.0
2718_3173	15.0	0.0	244.0	5.0	2718.0	3173.0
164_3193	21.0	0.0	239.0	4.0	164.0	3193.0
2729_3188	15.0	0.0	246.0	3.0	2729.0	3188.0
3179_10924	13.0	0.0	244.0	7.0	3179.0	10924.0
2826_3180	13.0	0.0	245.0	6.0	2826.0	3180.0
2824_2963	13.0	0.0	248.0	3.0	2824.0	2963.0
183_3154	20.0	0.0	239.0	5.0	183.0	3154.0
109_172	20.0	0.0	235.0	9.0	109.0	172.0
1587_10924	3.0	0.0	258.0	3.0	1587.0	10924.0
178_8820	5.0	0.0	256.0	3.0	178.0	8820.0
186_1583	19.0	0.0	234.0	11.0	186.0	1583.0
147_154	29.0	0.0	230.0	5.0	147.0	154.0
144_159	20.0	0.0	243.0	1.0	144.0	159.0
2723_3154	12.0	0.0	249.0	3.0	2723.0	3154.0
177_3131	11.0	0.0	252.0	1.0	177.0	3131.0
1750_2731	11.0	0.0	246.0	7.0	1750.0	2731.0
186_412	13.0	0.0	243.0	8.0	186.0	412.0
109_412	12.0	0.0	246.0	6.0	109.0	412.0
135_418	16.0	0.0	243.0	5.0	135.0	418.0
122_3192	17.0	0.0	244.0	3.0	122.0	3192.0
1750_3142	12.0	0.0	242.0	10.0	1750.0	3142.0
140_3158	14.0	0.0	249.0	1.0	140.0	3158.0
1750_3191	21.0	0.0	236.0	7.0	1750.0	3191.0
119_412	11.0	0.0	248.0	5.0	119.0	412.0
2714_10924	9.0	0.0	246.0	9.0	2714.0	10924.0
3160_8719	3.0	0.0	259.0	2.0	3160.0	8719.0
157_8718	12.0	0.0	248.0	4.0	157.0	8718.0
120_3142	13.0	0.0	244.0	7.0	120.0	3142.0
4_3160	3.0	0.0	259.0	2.0	4.0	3160.0
2866_3175	13.0	0.0	246.0	5.0	2866.0	3175.0
146_2866	19.0	0.0	241.0	4.0	146.0	2866.0
120_173	22.0	0.0	236.0	6.0	120.0	173.0
120_3194	21.0	0.0	238.0	5.0	120.0	3194.0
3039_3160	3.0	0.0	259.0	2.0	3039.0	3160.0
149_2826	27.0	0.0	231.0	6.0	149.0	2826.0
173_3192	27.0	0.0	231.0	6.0	173.0	3192.0
183_3129	23.0	0.0	235.0	6.0	183.0	3129.0
2866_3164	3.0	0.0	258.0	3.0	2866.0	3164.0
166_8718	20.0	0.0	239.0	5.0	166.0	8718.0
109_183	17.0	0.0	239.0	8.0	109.0	183.0
3185_8719	12.0	0.0	248.0	4.0	3185.0	8719.0
146_3154	24.0	0.0	234.0	6.0	146.0	3154.0
3_140	26.0	0.0	235.0	3.0	3.0	140.0
136_138	7.0	0.0	240.0	17.0	136.0	138.0
144_3185	22.0	0.0	239.0	3.0	144.0	3185.0
109_10924	10.0	0.0	249.0	5.0	109.0	10924.0
420_2863	13.0	0.0	248.0	3.0	420.0	2863.0
3164_10924	4.0	0.0	258.0	2.0	3164.0	10924.0
164_3187	20.0	0.0	241.0	3.0	164.0	3187.0
144_177	12.0	0.0	251.0	1.0	144.0	177.0
3040_8820	4.0	0.0	259.0	1.0	3040.0	8820.0
2863_3186	15.0	0.0	244.0	5.0	2863.0	3186.0
2824_3039	14.0	0.0	248.0	2.0	2824.0	3039.0
173_1584	16.0	0.0	242.0	6.0	173.0	1584.0
164_8727	11.0	0.0	250.0	3.0	164.0	8727.0
109_140	20.0	0.0	240.0	4.0	109.0	140.0
166_3041	29.0	0.0	230.0	5.0	166.0	3041.0
111_3158	4.0	1.0	258.0	1.0	111.0	3158.0
111_401	9.0	1.0	248.0	6.0	111.0	401.0
3041_3179	19.0	0.0	238.0	7.0	3041.0	3179.0
166_3142	24.0	0.0	231.0	9.0	166.0	3142.0
1587_3131	11.0	0.0	251.0	2.0	1587.0	3131.0
149_1585	18.0	0.0	243.0	3.0	149.0	1585.0
178_183	12.0	1.0	244.0	7.0	178.0	183.0
183_394	17.0	0.0	240.0	7.0	183.0	394.0
109_166	28.0	0.0	229.0	7.0	109.0	166.0
420_10924	11.0	1.0	249.0	3.0	420.0	10924.0
154_2866	18.0	0.0	243.0	3.0	154.0	2866.0
401_1583	19.0	0.0	236.0	9.0	401.0	1583.0
418_3194	19.0	0.0	239.0	6.0	418.0	3194.0
136_142	24.0	0.0	232.0	8.0	136.0	142.0
157_1583	22.0	0.0	233.0	9.0	157.0	1583.0
190_3191	23.0	0.0	236.0	5.0	190.0	3191.0
118_2718	12.0	0.0	248.0	4.0	118.0	2718.0
418_8730	14.0	0.0	241.0	9.0	418.0	8730.0
1583_2723	14.0	0.0	244.0	6.0	1583.0	2723.0
144_8727	13.0	0.0	250.0	1.0	144.0	8727.0
3154_8719	9.0	0.0	250.0	5.0	3154.0	8719.0
186_190	20.0	0.0	237.0	7.0	186.0	190.0
1583_1750	16.0	0.0	235.0	13.0	1583.0	1750.0
395_1583	15.0	0.0	241.0	8.0	395.0	1583.0
139_401	21.0	0.0	239.0	4.0	139.0	401.0
3039_3142	7.0	0.0	252.0	5.0	3039.0	3142.0
2883_8730	9.0	0.0	249.0	6.0	2883.0	8730.0
172_407	22.0	0.0	234.0	8.0	172.0	407.0
149_3040	18.0	0.0	244.0	2.0	149.0	3040.0
141_187	19.0	0.0	241.0	4.0	141.0	187.0
2731_2824	15.0	0.0	246.0	3.0	2731.0	2824.0
2729_3175	16.0	0.0	245.0	3.0	2729.0	3175.0
135_8820	12.0	0.0	250.0	2.0	135.0	8820.0
188_3129	20.0	1.0	237.0	6.0	188.0	3129.0
2866_3129	14.0	0.0	245.0	5.0	2866.0	3129.0
1583_3173	21.0	0.0	235.0	8.0	1583.0	3173.0
143_3180	11.0	0.0	249.0	4.0	143.0	3180.0
418_2714	15.0	0.0	240.0	9.0	418.0	2714.0
186_2863	13.0	0.0	244.0	7.0	186.0	2863.0
3129_8718	12.0	0.0	248.0	4.0	3129.0	8718.0
149_1587	17.0	0.0	244.0	3.0	149.0	1587.0
138_183	17.0	0.0	238.0	9.0	138.0	183.0
190_3186	21.0	0.0	237.0	6.0	190.0	3186.0
3175_3192	26.0	0.0	234.0	4.0	3175.0	3192.0
1586_2824	20.0	0.0	238.0	6.0	1586.0	2824.0
173_3129	25.0	0.0	232.0	7.0	173.0	3129.0
3041_3194	20.0	0.0	239.0	5.0	3041.0	3194.0
143_10924	12.0	0.0	249.0	3.0	143.0	10924.0
1750_2883	8.0	0.0	249.0	7.0	1750.0	2883.0
3131_3180	12.0	0.0	249.0	3.0	3131.0	3180.0
135_3173	21.0	0.0	240.0	3.0	135.0	3173.0
3154_8718	9.0	0.0	252.0	3.0	3154.0	8718.0
2729_3194	16.0	0.0	244.0	4.0	2729.0	3194.0
111_3179	10.0	1.0	244.0	9.0	111.0	3179.0
119_120	15.0	0.0	244.0	5.0	119.0	120.0
